col_1,col_2,col_3,col_4,col_5,col_6,composite_z_index,composite_weighted_index,segment,cluster
77.0,5,0.2,80.0,31,37717,0.08157595849810506,0.0,baseline,1
31.0,1,7.8,97.0,10,37389,0.10819311985164967,0.0,baseline,1
29.0,2,1.1,24.0,44,261,-0.7601384903261317,0.0,baseline,1
11.0,7,4.2,48.0,7,34499,-0.03746166989862801,0.0,baseline,1
21.0,3,3.7,98.0,3,34583,0.05279241486035105,0.0,baseline,1
38.0,4,7.5,20.0,19,16661,-0.43959579981940533,0.0,baseline,1
91.0,8,6.4,59.0,42,6083,-0.5802143588487081,0.0,baseline,1
75.0,3,7.9,70.0,42,13559,-0.4120383785841658,0.0,baseline,1
85.0,1,2.6,87.0,24,8740,-0.4794870205828219,0.0,baseline,1
43.0,3,0.8,63.0,28,23647,-0.22735302565853505,0.0,baseline,1
33.0,6,10.0,24.0,30,18927,-0.38651542292081903,0.0,baseline,1
95.0,3,5.3,53.0,4,7123,-0.5708641467463139,0.0,baseline,1
30.0,4,11.6,24.0,30,35985,-0.04784695752584239,0.0,baseline,1
9e+67,51,27.0,17.5,93,641,-0.7523542269361657,0.0,baseline,2
5862208.0,59,31.0,8.4,47,1477,-0.750128827741843,0.0,baseline,3
559.0,35,65.0,6.2,86,662,-0.7574677794732904,0.0,baseline,3
358005.0,46,13.0,6.2,62,1281,-0.7654721421548479,0.0,baseline,3
2588901.0,24,38.0,8.4,48,407,-0.7696619339904868,0.0,baseline,3
15965.0,23,64.0,15.7,55,1209,-0.7305064626609271,0.0,baseline,3
81585.0,73,60.0,7.2,55,589,-0.7579237526631872,0.0,baseline,3
94543172.0,22,51.0,16.9,69,1072,-0.736274200803669,0.0,baseline,3
99764.0,50,10.0,6.1,86,909,-0.7740869214445123,0.0,baseline,3
966460.0,64,76.0,1.3,84,926,-0.7556747482150589,0.0,baseline,3
540000.0,26,31.0,1.6,108,673,-0.7791946545570736,0.0,baseline,3
1421.0,20,7.0,14.5,94,1491,-0.749747207863964,0.0,baseline,3
149.0,20063,1640.0,138.0,9,2,0.7183202429107812,0.0,baseline,0
861.0,11447,1794.0,368.0,15,4,0.9174137241932874,0.0,top_10%,0
299.0,21043,1072.0,146.0,5,1,0.5381267075786674,0.0,baseline,0
57.0,9041,1115.0,487.0,16,1,0.7840490534942941,0.0,top_10%,0
0.0,18437,1415.0,89.0,4,1,0.4908027437630289,0.0,baseline,0
816.0,15133,50.0,26.0,7,1,-0.2664077551234453,0.0,baseline,0
489.0,14158,1020.0,405.0,18,10,0.7616925054082981,0.0,baseline,0
949.0,10010,1195.0,41.0,15,5,0.05322340239786108,0.0,baseline,0
829.0,11784,1641.0,375.0,9,4,0.8797936753068702,0.0,top_10%,0
461.0,17635,1546.0,235.0,9,11,0.7773456970609923,0.0,top_10%,0
127.0,6910,995.0,469.0,15,9,0.6375865887304991,0.0,baseline,0
792.0,3276,569.0,42.0,12,1,-0.40511555142604616,0.0,baseline,0
876.0,8609,953.0,499.0,12,3,0.7276027763047648,0.0,baseline,0
454.0,9184,974.0,460.0,12,4,0.6846835699616322,0.0,baseline,0
62.0,4661,1457.0,270.0,8,11,0.39620415407574594,0.0,baseline,0
119.0,12034,1134.0,125.0,14,1,0.24199429822417584,0.0,baseline,0
684.0,23855,1061.0,343.0,9,3,0.9725727487888067,0.0,top_5%,0
10.0,11245,739.0,68.0,17,6,-0.0407119638360922,0.0,baseline,0
963.0,4360,1467.0,328.0,6,1,0.4936427555733569,0.0,baseline,0
80.0,24147,1622.0,344.0,11,5,1.206024907556846,0.0,top_5%,0
133.0,5511,1740.0,128.0,18,1,0.28244470457078025,0.0,baseline,0
496.0,20584,855.0,152.0,12,0,0.44829332945786227,0.0,baseline,0
529.0,4716,1032.0,218.0,5,6,0.13684288428649424,0.0,baseline,0
51.0,9104,1386.0,304.0,4,8,0.5682047439070073,0.0,baseline,0
920.0,2667,1791.0,219.0,17,3,0.3750726406183609,0.0,baseline,0
430.0,22904,1881.0,91.0,13,6,0.8197453161079582,0.0,top_10%,0
271.0,4046,280.0,71.0,9,3,-0.4438815097691788,0.0,baseline,0
335.0,23012,513.0,47.0,13,7,0.20247474126831774,0.0,baseline,0
655.0,2611,1709.0,314.0,12,11,0.5098900177162438,0.0,baseline,0
416.0,24752,988.0,489.0,7,4,1.2314877115134197,0.0,top_5%,0
299.0,231,119.0,231.0,7,6,-0.343138689061243,0.0,baseline,0
103.0,7892,566.0,118.0,16,6,-0.12586406552913665,0.0,baseline,0
355.0,5693,788.0,285.0,19,11,0.19006507689203395,0.0,baseline,0
342.0,12601,315.0,220.0,11,0,0.1039917814623097,0.0,baseline,0
205.0,15139,1346.0,35.0,12,7,0.2637984236500719,0.0,baseline,0
518.0,21476,1957.0,126.0,4,2,0.8671240977286692,0.0,top_10%,0
514.0,20115,1623.0,148.0,9,10,0.7311561927887212,0.0,baseline,0
99.0,20782,1290.0,47.0,13,6,0.4404100337746176,0.0,baseline,0
379.0,11426,1433.0,101.0,4,9,0.2989106418315919,0.0,baseline,0
854.0,15849,575.0,155.0,11,4,0.19374399514680032,0.0,baseline,0
689.0,10943,1912.0,227.0,10,10,0.6977339812565221,0.0,baseline,0
107.0,17377,1325.0,187.0,6,11,0.596242086308631,0.0,baseline,0
979.0,22446,355.0,265.0,11,3,0.5096033174902828,0.0,baseline,0
752.0,14479,640.0,491.0,12,4,0.7739224142056507,0.0,baseline,0
540.0,1138,988.0,328.0,4,6,0.20246092569641608,0.0,baseline,0
830.0,4000,896.0,412.0,10,11,0.40547682716012473,0.0,baseline,0
31.0,7,4.1,99.0,25,16193,-0.3096426461767735,0.0,baseline,1
77.0,8,2.5,89.0,49,17869,-0.29480923368797574,0.0,baseline,1
36.0,6,9.4,71.0,39,34912,0.013654729243489122,0.0,baseline,1
21.0,7,6.4,93.0,42,23406,-0.17643545300787325,0.0,baseline,1
55.0,4,10.3,70.0,39,29352,-0.09803117825968785,0.0,baseline,1
32.0,9,11.8,83.0,43,10532,-0.44718221570532374,0.0,baseline,1
28.0,9,11.8,91.0,30,22277,-0.20016511665028927,0.0,baseline,1
84.0,3,7.2,55.0,14,32319,-0.06715860606431465,0.0,baseline,1
54.0,7,10.5,35.0,22,30124,-0.14479540988872022,0.0,baseline,1
37.0,5,4.3,42.0,8,1481,-0.7025855556258445,0.0,baseline,1
13.0,8,1.4,47.0,46,2602,-0.6725310800862633,0.0,baseline,1
46.0,2,6.2,52.0,10,28456,-0.14948770930646865,0.0,baseline,1
75.0,6,10.8,91.0,33,20158,-0.2426554997179098,0.0,baseline,1
39.0,1,10.7,37.0,31,12466,-0.4913374987130681,0.0,baseline,1
81.0,9,8.9,28.0,37,1739,-0.7204177686067912,0.0,baseline,1
94.0,4,3.4,96.0,18,17067,-0.29802631275254443,0.0,baseline,1
52.0,6,5.4,34.0,41,6652,-0.6138525889278384,0.0,baseline,1
85.0,5,6.6,39.0,43,34850,-0.045620335836733805,0.0,baseline,1
59.0,7,10.5,48.0,37,18173,-0.35855195390385963,0.0,baseline,1
24.0,7,7.3,40.0,10,13533,-0.4660137546749287,0.0,baseline,1
36.0,5,1.3,46.0,2,20352,-0.3226306843870887,0.0,baseline,1
59.0,7,1.9,36.0,19,4235,-0.6595584212393371,0.0,baseline,1
52.0,9,2.4,21.0,22,30121,-0.17289951007760557,0.0,baseline,1
35.0,1,9.5,65.0,29,31217,-0.07036897849849127,0.0,baseline,1
87.0,2,4.9,71.0,35,7028,-0.5409283823478797,0.0,baseline,1
36.0,2,10.5,54.0,19,21558,-0.2809474725657849,0.0,baseline,1
98.0,5,0.0,41.0,13,34668,-0.04828817814457134,0.0,baseline,1
60.0,5,11.3,30.0,6,30842,-0.13920135449111964,0.0,baseline,1
13.0,4,10.9,35.0,25,23730,-0.27146300921150446,0.0,baseline,1
22.0,6,1.9,70.0,48,11947,-0.4462736918894592,0.0,baseline,1
17.0,2,1.7,68.0,31,16188,-0.3659768902090033,0.0,baseline,1
75.0,2,9.8,76.0,8,30228,-0.07026006022540505,0.0,baseline,1
71.0,6,7.3,75.0,47,9229,-0.48911307695327744,0.0,baseline,1
69.0,7,8.3,80.0,46,36426,0.05926252751381725,0.0,baseline,1
65.0,9,10.6,66.0,32,23419,-0.2224626346420815,0.0,baseline,1
81.0,4,4.1,96.0,23,25531,-0.12998860602538878,0.0,baseline,1
21.0,8,10.4,66.0,9,22971,-0.23145294750797393,0.0,baseline,1
97.0,2,5.8,26.0,34,37270,-0.02118391572168904,0.0,baseline,1
72.0,3,5.0,45.0,34,24309,-0.2445752709241472,0.0,baseline,1
74.0,6,4.8,21.0,34,1062,-0.7480041648646371,0.0,baseline,1
71.0,2,9.1,52.0,12,38381,0.04838000043431889,0.0,baseline,1
38.0,6,4.0,80.0,40,27971,-0.11005573352286391,0.0,baseline,1
90.0,5,4.9,96.0,43,286,-0.6300067507135451,0.0,baseline,1
18.0,4,2.2,73.0,32,12181,-0.43624486777009647,0.0,baseline,1
18.0,7,9.7,85.0,12,37419,0.08839067431521783,0.0,baseline,1
60.0,5,6.6,63.0,39,8205,-0.5310574000555057,0.0,baseline,1
16609477.0,52,48.0,8.7,93,330,-0.7658086701471191,0.0,baseline,3
6260730.0,21,64.0,6.0,65,698,-0.7579467826847179,0.0,baseline,3
69000.0,60,60.0,7.4,107,1009,-0.7496524260956617,0.0,baseline,3
733896.0,24,59.0,17.9,52,545,-0.7417062087465967,0.0,baseline,3
137000000000.0,26,38.0,6.4,57,1028,-0.7608470664095766,0.0,baseline,3
24507.0,35,6.0,7.9,47,518,-0.7806937436504043,0.0,baseline,3
514.0,13662,1595.0,351.0,14,7,0.8780061954496864,0.0,top_10%,0
284.0,22966,930.0,144.0,12,2,0.5387706339852193,0.0,baseline,0
847.0,23420,1954.0,141.0,10,9,0.9538947279363138,0.0,top_10%,0
897.0,16977,501.0,109.0,8,6,0.11812136473235921,0.0,baseline,0
863.0,21714,31.0,407.0,19,6,0.6106781973436124,0.0,baseline,0
442.0,8099,1235.0,437.0,8,11,0.7132866937728242,0.0,baseline,0
877.0,22519,958.0,191.0,15,11,0.6195699757461719,0.0,baseline,0
242.0,10385,1039.0,433.0,19,9,0.7003203442180643,0.0,baseline,0
646.0,7251,1078.0,307.0,16,1,0.3929865055801609,0.0,baseline,0
464.0,16218,1967.0,202.0,18,3,0.84086970354655,0.0,top_10%,0
745.0,22233,458.0,258.0,10,7,0.5313768389417832,0.0,baseline,0
522.0,4413,718.0,196.0,19,5,-0.0363377721273897,0.0,baseline,0
693.0,3252,1427.0,375.0,19,2,0.5265285499488594,0.0,baseline,0
706.0,5047,1106.0,409.0,12,0,0.5161267183610099,0.0,baseline,0
324.0,12976,378.0,486.0,12,3,0.6138461119801045,0.0,baseline,0
85.0,11470,1808.0,252.0,17,3,0.7173899469348406,0.0,baseline,0
374.0,1654,206.0,43.0,7,7,-0.5981754516125174,0.0,baseline,0
564.0,13510,961.0,367.0,19,1,0.6501626865672429,0.0,baseline,0
320.0,23844,1889.0,353.0,14,7,1.3184099401224454,0.0,top_5%,0
10.0,11802,172.0,415.0,8,5,0.36901760576864423,0.0,baseline,0
128.0,12539,1552.0,47.0,7,5,0.28500014130811946,0.0,baseline,0
798.0,1272,1326.0,224.0,11,3,0.15570166902856986,0.0,baseline,0
983.0,24246,57.0,132.0,8,1,0.21150854513559353,0.0,baseline,0
644.0,22843,1571.0,95.0,9,7,0.7020372633766123,0.0,baseline,0
353.0,11515,1330.0,159.0,19,4,0.3639084590055364,0.0,baseline,0
716.0,16413,1520.0,232.0,5,11,0.7232639395514193,0.0,baseline,0
104.0,21627,1910.0,254.0,13,2,1.080855043626958,0.0,top_5%,0
451.0,368,1326.0,10.0,7,2,-0.253301690109078,0.0,baseline,0
516.0,13764,282.0,498.0,8,4,0.6219249984530169,0.0,baseline,0
503.0,4026,404.0,72.0,4,6,-0.39350398861993263,0.0,baseline,0
341.0,2817,184.0,40.0,13,11,-0.5755729321111864,0.0,baseline,0
877.0,5847,1497.0,458.0,4,11,0.7836838937630466,0.0,top_10%,0
703.0,23627,769.0,293.0,11,5,0.7607427315260824,0.0,baseline,0
133.0,9355,1858.0,471.0,13,8,1.060229041680357,0.0,top_5%,0
939.0,11904,615.0,210.0,5,0,0.18324234678420884,0.0,baseline,0
800.0,7904,1259.0,457.0,13,8,0.7521754689442417,0.0,baseline,0
191.0,4070,208.0,50.0,18,10,-0.5088810983872305,0.0,baseline,0
31.0,10956,374.0,176.0,17,9,-0.002421217633868815,0.0,baseline,0
478.0,11461,1617.0,146.0,8,7,0.4529541102335379,0.0,baseline,0
551.0,17480,1363.0,190.0,7,7,0.6198052933622096,0.0,baseline,0
919.0,4572,1023.0,161.0,8,1,0.027284526995000762,0.0,baseline,0
489.0,6658,1051.0,490.0,18,1,0.6890503664311205,0.0,baseline,0
180.0,18320,1789.0,23.0,15,6,0.5181558852799434,0.0,baseline,0
439.0,2772,93.0,380.0,10,9,-0.008501554706301762,0.0,baseline,0
188.0,13788,1003.0,222.0,13,5,0.41779186786817907,0.0,baseline,0
721.0,14428,564.0,385.0,7,6,0.5537260239344609,0.0,baseline,0
65.0,1,8.0,78.0,47,16319,-0.3431311218991626,0.0,baseline,1
32.0,8,6.8,47.0,38,8957,-0.5444310061218665,0.0,baseline,1
20.0,7,3.6,35.0,23,11523,-0.5162112847982588,0.0,baseline,1
97.0,2,2.5,74.0,26,10269,-0.4723072216532834,0.0,baseline,1
21.0,8,9.6,85.0,2,30260,-0.053511999613376215,0.0,baseline,1
31.0,3,10.3,82.0,43,19261,-0.27673143730129207,0.0,baseline,1
75.0,3,5.0,85.0,17,7066,-0.5152083897021461,0.0,baseline,1
64.0,7,11.9,91.0,7,12047,-0.4029513974482929,0.0,baseline,1
79.0,9,2.1,23.0,0,6817,-0.6313572954722005,0.0,baseline,1
99.0,9,5.1,40.0,26,39511,0.04807199785066801,0.0,baseline,1
84.0,3,9.1,96.0,47,5049,-0.5339995420895035,0.0,baseline,1
47.0,5,5.4,30.0,2,20521,-0.3461075252704475,0.0,baseline,1
22.0,8,3.9,71.0,40,6087,-0.5597872057660316,0.0,baseline,1
76.0,5,2.4,31.0,44,18106,-0.3933851745119623,0.0,baseline,1
81.0,1,10.3,88.0,5,23237,-0.18731871697306143,0.0,baseline,1
10.0,2,10.5,26.0,47,26394,-0.23488727996881154,0.0,baseline,1
53.0,3,0.6,58.0,15,34946,-0.012372588599021933,0.0,baseline,1
67.0,1,6.1,52.0,25,37833,0.03629737919364523,0.0,baseline,1
89.0,5,3.2,90.0,22,16547,-0.31905037757493754,0.0,baseline,1
85.0,8,4.1,73.0,38,20238,-0.2756724312819496,0.0,baseline,1
91.0,5,1.4,48.0,27,14533,-0.4343695987001607,0.0,baseline,1
85.0,2,0.1,93.0,39,28743,-0.07330917377212595,0.0,baseline,1
75.0,2,1.9,96.0,26,38582,0.12775259806581904,0.0,baseline,1
91.0,9,7.4,43.0,28,13479,-0.46164670189415224,0.0,baseline,1
69.0,6,9.7,80.0,13,19472,-0.2762494065235671,0.0,baseline,1
38.0,1,0.5,86.0,25,9623,-0.4645965425140086,0.0,baseline,1
44.0,2,0.6,35.0,42,1061,-0.7249194914343812,0.0,baseline,1
39.0,1,9.3,50.0,12,31952,-0.08255423966133044,0.0,baseline,1
15.0,6,11.5,56.0,13,4904,-0.6069580839166171,0.0,baseline,1
98.0,6,3.9,89.0,30,20651,-0.23917656691904937,0.0,baseline,1
53.0,3,5.7,76.0,34,15913,-0.3555838419649046,0.0,baseline,1
80.0,3,8.0,92.0,8,39844,0.1481031703630681,0.0,baseline,1
78.0,8,2.2,48.0,44,2096,-0.6804647353508253,0.0,baseline,1
47.0,8,1.4,70.0,12,37507,0.060201209404459444,0.0,baseline,1
48.0,4,7.4,34.0,15,6787,-0.610446692957098,0.0,baseline,1
27.0,6,3.6,94.0,4,28437,-0.0760823118752692,0.0,baseline,1
76.0,5,5.7,89.0,4,36163,0.06896026899211957,0.0,baseline,1
66.0,5,10.8,73.0,14,35065,0.020767463426239502,0.0,baseline,1
35.0,2,6.8,90.0,44,29756,-0.05590916471238305,0.0,baseline,1
68.0,6,4.5,67.0,21,3338,-0.621211629443216,0.0,baseline,1
97.0,6,0.6,61.0,4,11098,-0.4796211039229993,0.0,baseline,1
18.0,3,7.5,48.0,13,23465,-0.2549776129055408,0.0,baseline,1
71.0,4,9.7,54.0,19,26297,-0.1872727527548874,0.0,baseline,1
26.0,7,11.8,97.0,12,15224,-0.3293519460586902,0.0,baseline,1
52.0,6,11.1,31.0,9,15887,-0.43388550734095804,0.0,baseline,1
65.0,4,9.8,75.0,11,16115,-0.3517011797323428,0.0,baseline,1
9747.0,18,69.0,2.9,73,204,-0.77136244479731,0.0,baseline,3
3691946.0,43,16.0,8.0,86,1185,-0.7630788203663506,0.0,baseline,3
95098028.0,54,64.0,18.0,108,681,-0.7359065531448497,0.0,baseline,3
138188.0,73,11.0,7.0,76,1237,-0.7648654051450686,0.0,baseline,3
76292.0,21,42.0,1.7,50,1141,-0.765536382137693,0.0,baseline,3
561.0,6259,1204.0,372.0,12,3,0.527372468871758,0.0,baseline,0
574.0,23219,1844.0,459.0,17,2,1.4693043354037485,0.0,top_5%,0
35.0,18639,1365.0,158.0,19,3,0.6000703059771072,0.0,baseline,0
638.0,22619,1955.0,255.0,12,10,1.13183824935602,0.0,top_5%,0
187.0,7617,818.0,431.0,16,5,0.521986929293069,0.0,baseline,0
924.0,3841,1122.0,92.0,15,7,-0.07903424472555826,0.0,baseline,0
688.0,16708,1764.0,178.0,12,5,0.7331494521698769,0.0,baseline,0
418.0,14345,109.0,438.0,8,9,0.46500472409954996,0.0,baseline,0
81.0,14499,1397.0,151.0,11,10,0.4702284479259732,0.0,baseline,0
940.0,1285,829.0,231.0,6,0,-0.028573089637510984,0.0,baseline,0
668.0,1638,167.0,17.0,13,5,-0.6604176599946805,0.0,baseline,0
514.0,7962,71.0,444.0,17,0,0.2596541873807835,0.0,baseline,0
244.0,10510,1552.0,462.0,15,0,0.9590598847152223,0.0,top_10%,0
393.0,15166,1628.0,204.0,17,3,0.6769147497787187,0.0,baseline,0
690.0,22443,286.0,453.0,16,10,0.8166014043936264,0.0,top_10%,0
264.0,18607,1986.0,218.0,6,0,0.9519411436296761,0.0,top_10%,0
649.0,6054,1091.0,302.0,8,2,0.3516188073785076,0.0,baseline,0
587.0,20877,407.0,358.0,7,4,0.6462689308768903,0.0,baseline,0
609.0,24364,1754.0,277.0,15,6,1.1460676652643085,0.0,top_5%,0
472.0,19195,1255.0,335.0,11,4,0.8887141487772071,0.0,top_10%,0
656.0,4081,284.0,294.0,14,5,-0.044601783789923743,0.0,baseline,0
185.0,20405,1998.0,150.0,15,5,0.8924316382248836,0.0,top_10%,0
951.0,15337,1717.0,369.0,9,11,1.011156315267823,0.0,top_5%,0
657.0,19431,63.0,5.0,15,0,-0.1634250409404521,0.0,baseline,3
574.0,6425,231.0,37.0,7,9,-0.44882306005309414,0.0,baseline,0
245.0,2334,845.0,383.0,7,7,0.28120203444397274,0.0,baseline,0
519.0,4488,1562.0,318.0,12,10,0.5177343712578013,0.0,baseline,0
335.0,11243,752.0,486.0,11,2,0.7076154005458284,0.0,baseline,0
925.0,17328,787.0,460.0,4,4,0.8666988943152039,0.0,top_10%,0
741.0,3436,1692.0,429.0,19,9,0.733559886402917,0.0,baseline,0
228.0,19469,1894.0,343.0,18,0,1.1648578735334534,0.0,top_5%,0
19.0,3712,1190.0,5.0,4,5,-0.21087698147262987,0.0,baseline,0
776.0,20438,903.0,446.0,13,9,0.9857223755441136,0.0,top_5%,0
656.0,14700,1318.0,418.0,10,3,0.9198834590354968,0.0,top_10%,0
117.0,13101,420.0,397.0,14,4,0.47618613631009143,0.0,baseline,0
265.0,22354,1822.0,205.0,13,2,0.9816934108283735,0.0,top_5%,0
542.0,15779,259.0,467.0,10,0,0.6209802177249124,0.0,baseline,0
909.0,3709,652.0,274.0,11,8,0.05411187647657595,0.0,baseline,0
420.0,8121,1437.0,121.0,19,5,0.23202574102925994,0.0,baseline,0
107.0,9776,1665.0,496.0,11,8,1.0413990068271792,0.0,top_5%,0
94.0,12404,1301.0,78.0,17,3,0.2363130229805426,0.0,baseline,0
352.0,2693,839.0,382.0,11,0,0.2881980403182726,0.0,baseline,0
950.0,1827,1830.0,319.0,18,11,0.5421003553322731,0.0,baseline,0
952.0,6746,717.0,414.0,12,1,0.4242314538344792,0.0,baseline,0
280.0,10649,114.0,369.0,13,6,0.2279718893377988,0.0,baseline,0
477.0,23640,1186.0,412.0,7,9,1.1381946507375222,0.0,top_5%,0
46.0,9,5.6,97.0,21,15781,-0.32070750044995366,0.0,baseline,1
34.0,6,2.1,98.0,11,36286,0.0860065375439222,0.0,baseline,1
57.0,2,5.1,52.0,47,32735,-0.06511225434346357,0.0,baseline,1
60.0,6,6.3,20.0,3,17107,-0.43116880591588597,0.0,baseline,1
14.0,7,1.8,93.0,20,20199,-0.24182358694170128,0.0,baseline,1
84.0,8,8.7,61.0,31,22420,-0.2519394201345849,0.0,baseline,1
10.0,8,11.9,48.0,15,21581,-0.2904173330082481,0.0,baseline,1
84.0,6,5.4,43.0,15,12173,-0.4884195966216607,0.0,baseline,1
89.0,9,10.5,37.0,22,20047,-0.34090646906199135,0.0,baseline,1
89.0,8,8.0,74.0,39,1726,-0.6392635715366424,0.0,baseline,1
35.0,3,6.6,70.0,27,22807,-0.2292544993184347,0.0,baseline,1
90.0,8,9.8,40.0,9,390,-0.7254909360419814,0.0,baseline,1
82.0,3,0.5,95.0,0,39783,0.14925499440905052,0.0,baseline,1
20.0,6,4.7,70.0,18,26287,-0.1609384251095975,0.0,baseline,1
75.0,6,2.7,92.0,21,17930,-0.2882489967122992,0.0,baseline,1
13.0,9,10.5,93.0,9,28069,-0.08232412209164763,0.0,baseline,1
97.0,3,6.2,86.0,32,38001,0.10019078169777176,0.0,baseline,1
25.0,9,7.7,24.0,14,16541,-0.4346246148982358,0.0,baseline,1
23.0,8,5.8,97.0,34,28345,-0.07163573668277298,0.0,baseline,1
79.0,8,5.4,87.0,16,29615,-0.06440504633225519,0.0,baseline,1
61.0,8,7.4,38.0,37,28204,-0.1787136129990333,0.0,baseline,1
50.0,6,0.0,56.0,12,2410,-0.660950259990621,0.0,baseline,1
44.0,4,3.8,31.0,16,17142,-0.411968393317799,0.0,baseline,1
10.0,2,4.2,30.0,18,29320,-0.17227773125782633,0.0,baseline,1
21.0,2,0.6,78.0,24,15934,-0.3536648060574593,0.0,baseline,1
99.0,6,10.4,32.0,45,10168,-0.5457378619732085,0.0,baseline,1
41.0,3,2.6,24.0,2,33980,-0.09118708843765419,0.0,baseline,1
72.0,2,1.9,43.0,38,31235,-0.1121161621101471,0.0,baseline,1
63.0,1,10.2,73.0,13,24958,-0.17992137939226135,0.0,baseline,1
10.0,6,1.2,30.0,6,8702,-0.581999159885153,0.0,baseline,1
99.0,1,10.1,44.0,21,31986,-0.09223271610059558,0.0,baseline,1
94.0,6,9.6,76.0,0,29991,-0.07491098950790566,0.0,baseline,1
46.0,3,7.9,55.0,35,20831,-0.2945781680238281,0.0,baseline,1
45.0,1,6.5,44.0,2,24999,-0.23214556151975155,0.0,baseline,1
68.0,9,9.1,43.0,0,7693,-0.575653634636959,0.0,baseline,1
41.0,8,5.7,96.0,34,32811,0.015064397453854406,0.0,baseline,1
11.0,9,5.6,96.0,49,3262,-0.5706177595287953,0.0,baseline,1
54.0,2,7.6,27.0,30,10615,-0.547005536443717,0.0,baseline,1
90.0,5,4.0,35.0,13,22074,-0.30699020141213196,0.0,baseline,1
58.0,5,3.5,41.0,44,37762,0.014424071334065536,0.0,baseline,1
93.0,6,10.9,26.0,25,7042,-0.6181678620027893,0.0,baseline,1
22.0,5,3.9,58.0,26,7858,-0.5478970277176152,0.0,baseline,1
91.0,3,5.4,20.0,25,27549,-0.224655084373378,0.0,baseline,1
66.0,3,2.2,85.0,2,21679,-0.22668267511246454,0.0,baseline,1
70.0,1,6.7,61.0,4,9845,-0.5021945862574637,0.0,baseline,1
47.0,9,6.6,35.0,33,5209,-0.6401050167159319,0.0,baseline,1
42785.0,24,71.0,3.5,62,313,-0.7671532853649395,0.0,baseline,3
9342020.0,57,65.0,7.1,86,677,-0.7548780362638557,0.0,baseline,3
3165.0,27,51.0,8.4,77,1289,-0.7469311467729697,0.0,baseline,3
63314025.0,20,74.0,2.0,105,319,-0.7686380082937767,0.0,baseline,3
1.6e+100,64,51.0,15.3,49,686,-0.7454490240849706,0.0,baseline,2
607999.0,54,49.0,13.2,79,199,-0.7599435222950517,0.0,baseline,3
6141123.0,53,43.0,0.9,61,500,-0.7782608251362427,0.0,baseline,3
7.0,73,17.0,12.8,52,801,-0.7608140373844432,0.0,baseline,3
98.0,50,57.0,1.8,53,753,-0.7661888550193536,0.0,baseline,3
6744443.0,19,8.0,10.4,49,258,-0.7811116186387599,0.0,baseline,3
4300000000.0,30,58.0,13.0,54,621,-0.7491211506372623,0.0,baseline,3
723.0,17392,1931.0,247.0,12,6,0.9436037941170308,0.0,top_10%,0
89.0,22227,587.0,433.0,6,8,0.8935558008388222,0.0,top_10%,0
62.0,7710,834.0,476.0,6,5,0.611278489954914,0.0,baseline,0
647.0,4594,1648.0,274.0,12,5,0.47682678469929013,0.0,baseline,0
710.0,24785,55.0,217.0,16,6,0.37892107961548327,0.0,baseline,0
932.0,11440,1073.0,493.0,12,3,0.8535635719676491,0.0,top_10%,0
588.0,11311,1698.0,314.0,8,5,0.7790631964968568,0.0,top_10%,0
532.0,4635,1647.0,473.0,16,6,0.8316144417401812,0.0,top_10%,0
804.0,6559,923.0,233.0,12,10,0.17834568655236846,0.0,baseline,0
741.0,1740,614.0,113.0,8,1,-0.30932925298900443,0.0,baseline,0
188.0,23114,751.0,2.0,18,9,0.22007335040900106,0.0,baseline,3
45.0,20876,1740.0,258.0,18,8,0.9970557676550951,0.0,top_5%,0
877.0,12983,938.0,292.0,10,5,0.49117555766509025,0.0,baseline,0
824.0,16660,1516.0,365.0,12,0,0.9657383144278093,0.0,top_5%,0
165.0,10905,827.0,435.0,15,0,0.6359918816579337,0.0,baseline,0
514.0,803,1410.0,282.0,14,8,0.2774959478949093,0.0,baseline,0
671.0,243,444.0,85.0,9,9,-0.4734583986650927,0.0,baseline,0
444.0,22797,1669.0,148.0,9,0,0.8335589371638953,0.0,top_10%,0
34.0,21635,1586.0,462.0,4,1,1.3224924341115807,0.0,top_5%,0
950.0,5908,756.0,482.0,10,7,0.5343779579431049,0.0,baseline,0
648.0,418,162.0,228.0,9,8,-0.3255013576915304,0.0,baseline,0
680.0,2966,1622.0,165.0,19,5,0.22147842824770206,0.0,baseline,0
584.0,24471,625.0,34.0,8,3,0.269580686582441,0.0,baseline,0
306.0,9233,885.0,321.0,11,5,0.4037752598833369,0.0,baseline,0
999.0,5079,700.0,64.0,6,0,-0.2573565929049394,0.0,baseline,0
640.0,9199,597.0,120.0,16,3,-0.06896378833666891,0.0,baseline,0
186.0,4406,1901.0,335.0,4,5,0.6797078922359617,0.0,baseline,0
876.0,22704,1300.0,167.0,6,7,0.7182423661515989,0.0,baseline,0
293.0,20624,1949.0,117.0,10,5,0.8212077829914735,0.0,top_10%,0
509.0,16581,993.0,227.0,7,10,0.510669386736715,0.0,baseline,0
391.0,9367,531.0,266.0,15,10,0.1699154538334613,0.0,baseline,0
909.0,8021,312.0,220.0,13,3,-0.04119978289684556,0.0,baseline,0
217.0,7417,1496.0,349.0,17,3,0.6386814387308477,0.0,baseline,0
114.0,1148,277.0,337.0,11,3,-0.06320764405759732,0.0,baseline,0
468.0,5178,1463.0,271.0,8,4,0.41648477466829614,0.0,baseline,0
